pd_location,signal_width,rise_time,fall_time,peak_voltage,polarity,abs(mean),rms,sd,NewSkewness,kurtosis,crest,abs(formFactor),MainFreq,phase_angle,T,W,pC,pd_class
1095700,27,11,16,4.481046,-1,2.588988,2.970974,1.484077,0.2569452,1.707631,1.508275,1.147542,0,197.226,38.65985,2.434377,144983.3,31
1225881,26,11,15,4.324391,-1,2.589957,2.924871,1.384931,0.2777736,1.793824,1.478489,1.129313,0,220.6586,40.41865,2.558005,139857.7,31
334712,25,11,14,5.47078,1,3.329589,3.755948,1.772517,0.3604121,1.784084,1.456564,1.128051,0,60.24816,39.82327,2.664827,173138.6,31
1090542,24,11,13,3.844848,-1,2.396681,2.718999,1.310565,0.4889352,1.806367,1.414067,1.134485,0,196.2976,36.96729,3.033519,119834.1,31
1202599,25,10,15,4.093292,-1,2.468376,2.778555,1.300994,0.3432378,1.830549,1.473173,1.125661,0,216.4678,36.56801,2.901182,128355.6,31
265064,24,10,14,4.57153,1,2.803025,3.165665,1.501556,0.4091128,1.828741,1.444098,1.129374,0,47.71152,35.83708,3.106546,140151.3,31
1144749,25,10,15,4.772499,-1,2.920398,3.310149,1.589183,0.3547063,1.809415,1.441778,1.133459,0,206.0548,38.12986,2.866955,151860.7,31
1284161,27,14,13,4.490109,-1,2.60779,2.970074,1.447625,0.2533315,1.799051,1.511783,1.138924,0,231.149,42.45768,2.512996,146036.2,31
274000,27,13,14,5.715423,1,3.344527,3.806003,1.849867,0.2758842,1.756685,1.501687,1.137979,0,49.32,42.32814,2.341527,187293.5,31
1102277,24,9,15,4.188435,-1,2.602032,2.934719,1.385192,0.3958319,1.808008,1.427202,1.127857,0,198.4099,36.15568,3.063794,130101.6,31
1281743,25,12,13,5.281778,-1,3.192563,3.613899,1.726997,0.3428292,1.750543,1.461518,1.131974,0,230.7137,39.28426,2.674123,166013.3,31
266189,27,12,15,5.187346,1,3.030373,3.467306,1.715866,0.2887808,1.74997,1.496074,1.144184,0,47.91402,39.54521,2.446757,169700.9,31
1145544,29,14,15,5.021844,-1,2.861852,3.242261,1.54988,0.1534193,1.834525,1.548871,1.132924,0,206.1979,46.00537,2.233046,171711.1,31
1268432,24,12,12,4.069567,-1,2.506773,2.823904,1.327014,0.3959437,1.804658,1.441114,1.12651,0,228.3178,38.61441,3.035205,125338.6,31
280035,27,13,14,5.044469,1,3.004298,3.400552,1.622327,0.2948451,1.762707,1.483427,1.131896,0,50.4063,41.49915,2.264711,168240.7,31
1141560,28,12,16,5.134799,-1,2.903345,3.340101,1.68055,0.2200913,1.759251,1.537319,1.150432,0,205.4808,39.52476,2.406309,168394,31
1301422,25,10,15,4.996253,-1,2.98421,3.399508,1.66048,0.3168925,1.736276,1.469699,1.139165,0,234.256,37.46761,2.771751,155178.9,31
272957,28,11,17,5.605325,1,3.31977,3.761182,1.799234,0.2407902,1.780636,1.49031,1.132965,0,49.13226,41.7232,2.211623,192546.6,31
1098770,25,13,12,3.922401,-1,2.451601,2.7262,1.216014,0.3620521,1.888192,1.43878,1.112008,0,197.7786,42.08248,3.01867,127483.3,31
1258593,26,11,15,4.857261,-1,2.837936,3.264863,1.644889,0.2655137,1.71876,1.487738,1.150436,0,226.5467,39.90705,2.630995,153248.5,31
266557,25,11,14,5.556801,1,3.315598,3.77753,1.84597,0.3343472,1.762583,1.471014,1.139321,0,47.98026,38.35843,2.806466,172411.1,31
1112420,27,10,17,4.318277,-1,2.557558,2.927751,1.451148,0.270591,1.772515,1.474947,1.144745,0,200.2356,38.70912,2.589596,143223.2,31
1254700,26,12,14,4.53777,-1,2.725872,3.087424,1.477378,0.3126395,1.789056,1.469759,1.132637,0,225.846,37.04333,2.709751,147197.1,31
307551,28,14,14,4.269905,1,2.572287,2.957924,1.48621,0.2816856,1.707346,1.443548,1.14992,0,55.35918,40.30498,2.244376,149192.7,31
1123448,25,12,13,4.721427,-1,2.882179,3.24314,1.51639,0.3728868,1.805488,1.45582,1.125239,0,202.2206,39.15386,2.686736,149873.3,31
1303359,26,10,16,5.21192,-1,3.06031,3.490694,1.711108,0.2909691,1.785433,1.49309,1.140634,0,234.6046,37.34771,2.743177,165256.7,31
280529,28,12,16,4.82425,1,2.740589,3.140772,1.561306,0.1980796,1.724419,1.536008,1.146021,0,50.49522,41.05874,2.209121,158954.2,31
1141573,29,12,17,4.924349,-1,2.785201,3.173457,1.547015,0.1573898,1.764536,1.55173,1.139399,0,205.4831,42.40648,2.083775,167112.1,31
1310066,25,11,14,4.967174,-1,2.973865,3.384937,1.648783,0.3453938,1.755204,1.467435,1.138228,0,235.8119,37.35817,2.831682,154641,31
305487,27,12,15,5.722302,1,3.331302,3.828833,1.922064,0.3038959,1.724949,1.494529,1.14935,0,54.98766,40.09739,2.429426,186552.9,31
1110286,23,9,14,4.24784,-1,2.751407,3.0672,1.384689,0.5148597,1.937802,1.384924,1.114775,0,199.8515,34.92387,3.306748,132067.6,31
1269318,26,12,14,5.065552,-1,2.970558,3.349847,1.577802,0.2447157,1.815257,1.512174,1.127683,0,228.4772,39.67593,2.648289,160410.1,31
259013,25,10,15,4.516214,1,2.830875,3.178452,1.473856,0.3775355,1.807007,1.420884,1.122781,0,46.62234,39.25691,2.700847,147205.5,31
1176876,26,12,14,5.548575,-1,3.231602,3.690386,1.815994,0.2778289,1.755701,1.503522,1.141968,0,211.8377,39.79328,2.641953,174506.5,31
273987,26,9,17,5.559803,1,3.492396,3.932084,1.841199,0.3567718,1.823352,1.413958,1.125899,0,49.31766,38.65278,2.608968,188589.4,31
1141177,24,12,12,5.152609,-1,3.128321,3.544044,1.699832,0.3410264,1.775216,1.453878,1.13289,0,205.4119,36.58597,3.029873,156416.1,31
1296080,25,11,14,4.700832,-1,2.855167,3.221975,1.522599,0.3453266,1.776377,1.458991,1.128472,0,233.2944,38.8375,2.660622,148468.7,31
255918,28,12,16,4.512631,1,2.578382,2.947794,1.454079,0.2224965,1.739738,1.53085,1.143273,0,46.06524,41.83916,2.180904,149546.1,31
1184555,25,10,15,5.50993,-1,3.270174,3.712863,1.793033,0.3418072,1.842796,1.484011,1.135372,0,213.2199,37.24885,3.037269,170049,31
237094,25,11,14,5.688165,1,3.427423,3.912673,1.924644,0.3671527,1.739785,1.45378,1.141579,0,42.67692,39.19205,2.849449,178226,31
1150180,24,10,14,5.039057,-1,3.092878,3.473104,1.612632,0.3817752,1.848175,1.45088,1.122936,0,207.0324,36.83332,3.044224,154643.9,31
323366,27,11,16,5.05963,1,3.00512,3.432281,1.688683,0.2644667,1.729612,1.47413,1.142144,0,58.20588,41.71777,2.339439,168286.7,31
1159975,25,11,14,5.485503,-1,3.290078,3.71073,1.750057,0.317096,1.805815,1.478282,1.127855,0,208.7955,38.03046,2.850541,171084,31
1369795,28,14,14,5.013476,-1,2.958879,3.411439,1.727979,0.2490512,1.706239,1.469608,1.15295,0,246.5631,41.02896,2.242075,171615,31
240430,28,12,16,4.705131,1,2.659284,3.055073,1.530508,0.2097751,1.750774,1.540104,1.148833,0,43.2774,41.09037,2.299683,154238.5,31
1160930,25,10,15,5.047292,-1,3.037045,3.445859,1.660215,0.3681455,1.808096,1.464741,1.134609,0,208.9674,36.34575,2.941809,157926.4,31
1382323,26,11,15,5.127771,-1,2.974834,3.410418,1.699497,0.2388955,1.731527,1.503561,1.146423,0,248.8181,39.3525,2.591097,160641,31
1195506,27,11,16,5.193114,-1,3.068158,3.501498,1.718237,0.2889727,1.750702,1.483112,1.141238,0,215.1911,39.93049,2.394139,171816.8,31
273816,26,12,14,4.401388,1,2.642555,3.022537,1.495134,0.3659568,1.72284,1.45619,1.143793,0,49.28688,38.83965,2.576904,142698,31
1128135,26,11,15,4.607306,-1,2.746085,3.09959,1.464908,0.2923159,1.790435,1.486424,1.12873,0,203.0643,38.80717,2.572333,148288.6,31
1286488,25,10,15,4.778087,-1,2.848344,3.249065,1.594082,0.3253299,1.753112,1.470604,1.140686,0,231.5678,37.16235,2.856446,148113.9,31
260771,26,11,15,4.23725,1,2.535443,2.870202,1.370834,0.3388568,1.801026,1.47629,1.132032,0,46.93878,38.17835,2.629688,136913.9,31
1168418,25,11,14,5.288186,-1,3.170358,3.59667,1.732126,0.353839,1.803349,1.470301,1.134468,0,210.3152,36.53815,2.916911,164858.6,31
290398,28,12,16,4.413729,1,2.592071,2.932241,1.395104,0.2122524,1.785471,1.505241,1.131234,0,52.27164,43.9871,2.236438,150340.1,31
1121877,24,12,12,4.448231,-1,2.754735,3.095221,1.440423,0.3928891,1.834685,1.437129,1.1236,0,201.9379,37.07257,3.06577,137736.8,31
1283707,25,11,14,4.974848,-1,2.972124,3.362044,1.602689,0.2990968,1.770303,1.479709,1.131192,0,231.0673,38.75609,2.702153,154550.4,31
245827,26,11,15,4.271632,1,2.557947,2.912345,1.418883,0.3416245,1.764079,1.466732,1.138548,0,44.24886,38.78871,2.593526,138129.1,31
1206480,28,13,15,5.814899,-1,3.293508,3.792817,1.914323,0.1892445,1.743935,1.533135,1.151604,0,217.1664,40.72054,2.326752,191023.4,31
201826,27,11,16,2.665887,1,1.59338,1.80543,0.8645297,0.3353653,1.75738,1.476594,1.133082,0,36.32868,40.24191,2.284509,89229.28,31
1224855,25,11,14,4.747304,-1,2.815724,3.210634,1.573234,0.3193039,1.739907,1.478619,1.140252,0,220.4739,36.88149,2.856054,146417.7,31
206198,28,10,18,2.178076,1,1.349497,1.519021,0.709682,0.3595313,1.786217,1.433869,1.12562,0,37.11564,40.52078,2.181705,78270.84,31
1220973,26,10,16,4.761356,-1,2.747208,3.155022,1.581008,0.2712717,1.766617,1.509136,1.148447,0,219.7751,36.61785,2.836659,148349.2,31
232986,26,12,14,4.346582,1,2.579328,2.914148,1.382052,0.2773195,1.775629,1.491545,1.129809,0,41.93748,40.73141,2.501441,139283.7,31
1158448,24,9,15,4.291629,-1,2.675361,3.036797,1.466494,0.3953344,1.762363,1.413209,1.135098,0,208.5206,36.97514,2.975486,133768.1,31
188514,28,12,16,2.48185,1,1.483343,1.691683,0.8277127,0.3461145,1.795965,1.46709,1.140453,0,33.93252,38.39063,2.492746,86033.91,31
1185210,25,12,13,4.242486,-1,2.519801,2.874559,1.410758,0.3385388,1.761119,1.475874,1.140788,0,213.3378,38.59669,2.840767,131029.7,31
208178,26,13,13,3.869204,1,2.358236,2.692305,1.323678,0.3193026,1.730383,1.437134,1.141661,0,37.47204,38.49894,2.553898,127344.7,31
1177655,28,13,15,4.30827,-1,2.475545,2.82084,1.376274,0.2005995,1.777746,1.5273,1.139482,0,211.9779,41.09819,2.302973,143581.6,31
222199,24,10,14,3.116429,1,1.921697,2.174011,1.037527,0.3842015,1.776349,1.433493,1.131297,0,39.99582,36.93551,2.977371,96084.86,31
1114700,26,11,15,3.475387,-1,2.022621,2.332242,1.183307,0.3019577,1.701355,1.490148,1.153079,0,200.646,37.66249,2.701578,109221.6,31
221362,25,10,15,4.401789,1,2.63449,3.000839,1.465291,0.3163202,1.761886,1.466853,1.139059,0,39.84516,36.56818,2.937247,136993.5,31
1214606,26,11,15,4.785786,-1,2.841794,3.220846,1.544812,0.2896802,1.781543,1.485879,1.133385,0,218.6291,38.90075,2.593509,153456.9,31
203387,30,15,15,2.432862,1,1.436666,1.630709,0.7842456,0.299019,1.822991,1.491905,1.135064,0,36.60966,47.74799,2.012209,89073.3,31
1207294,26,11,15,4.466442,-1,2.583393,2.947461,1.446047,0.240932,1.731933,1.515353,1.140926,0,217.3129,38.18631,2.574227,139503.2,31
210969,31,14,17,2.639927,1,1.478022,1.713524,0.8808285,0.1191506,1.714007,1.540643,1.159335,0,37.97442,42.6044,1.94455,94593.42,31
1123921,27,10,17,3.721804,-1,2.128816,2.449647,1.234228,0.2221696,1.752273,1.519323,1.150709,0,202.3058,37.50447,2.649185,119213.7,31
185298,26,12,14,4.046699,1,2.440498,2.765389,1.325291,0.3104359,1.813703,1.463338,1.133125,0,33.35364,37.74981,2.718305,131786.9,31
1199919,25,11,14,4.693082,-1,2.798607,3.180215,1.540399,0.3455437,1.799794,1.475712,1.136357,0,215.9854,37.20617,2.952134,145527.5,31
226492,24,10,14,3.501567,1,2.20751,2.464334,1.117961,0.4236334,1.893829,1.420898,1.116341,0,40.76856,36.7875,3.084463,110375.5,31
1155613,32,12,20,4.247495,-1,2.214257,2.582092,1.348851,0.009776463,1.777211,1.644982,1.166121,0,208.0103,43.30675,2.316514,146141,31
191148,29,12,17,2.239459,1,1.331324,1.51409,0.7334696,0.3200614,1.758008,1.479079,1.137281,0,34.40664,41.08305,2.100059,79879.45,31
1172754,24,11,13,4.206962,-1,2.556695,2.878023,1.348738,0.352158,1.802607,1.461754,1.125681,0,211.0957,36.88811,3.00311,127834.7,31
202482,27,8,19,2.32347,1,1.420639,1.629526,0.8128576,0.3210961,1.722202,1.425856,1.147037,0,36.44676,37.28346,2.574361,79555.77,31
1118792,25,12,13,3.460856,-1,2.171558,2.435008,1.12345,0.4370968,1.847238,1.421292,1.121318,0,201.3826,38.43277,2.743461,112921,31
199616,27,14,13,2.756936,1,1.720574,1.93499,0.9015774,0.3924266,1.807234,1.42478,1.124619,0,35.93088,41.85058,2.223653,96352.15,31
1138356,28,12,16,3.891085,-1,2.231383,2.542358,1.239974,0.2406612,1.83266,1.530502,1.139364,0,204.9041,39.61115,2.546446,129420.2,31
206141,28,11,17,2.790824,1,1.625416,1.848251,0.8953765,0.261524,1.816302,1.509981,1.137094,0,37.10538,40.59307,2.398634,94274.15,31
1198400,26,12,14,4.61414,-1,2.722983,3.08138,1.469788,0.267594,1.761585,1.497426,1.131619,0,215.712,41.05965,2.492811,147041.1,31
215934,27,11,16,4.374448,1,2.563904,2.932211,1.448872,0.2848739,1.776666,1.49186,1.143651,0,38.86812,39.92066,2.509231,143578.6,31
1085766,24,11,13,3.091325,-1,1.92603,2.159739,0.9973302,0.3759288,1.861577,1.431342,1.121342,0,195.4379,35.54416,3.176576,96301.49,31
1280528,24,11,13,3.890268,-1,2.441574,2.736308,1.260827,0.439585,1.856247,1.421722,1.120715,0,230.495,37.24495,3.114578,122078.7,31
197187,25,11,14,2.22405,1,1.386076,1.569989,0.751933,0.4408519,1.785005,1.416603,1.132686,0,35.49366,38.698,2.756267,72075.97,31
1107032,28,10,18,3.393351,-1,1.965361,2.240461,1.094689,0.2235514,1.746873,1.514577,1.139974,0,199.2658,37.20318,2.570724,113990.9,31
193291,25,11,14,3.311209,1,2.042456,2.289666,1.055359,0.3965725,1.842675,1.446153,1.121036,0,34.79238,37.83281,2.722474,106207.7,31
1186983,25,9,16,4.220417,-1,2.674302,3.016184,1.422425,0.444976,1.867468,1.399257,1.12784,0,213.6569,37.08612,2.912557,139063.7,31
226835,25,13,12,2.738675,1,1.735273,1.941408,0.8878103,0.4434807,1.854865,1.410664,1.118791,0,40.8303,39.85848,2.689291,90234.22,31
1193478,26,13,13,4.488983,-1,2.632757,3.009274,1.48527,0.2608435,1.742829,1.491716,1.143013,0,214.826,39.79506,2.569129,142168.9,31
209622,30,10,20,2.313426,1,1.334952,1.513315,0.7245418,0.2600579,1.847519,1.528714,1.13361,0,37.73196,42.70432,2.122917,82767.01,31
1220282,26,11,15,4.788092,-1,2.815228,3.215734,1.583773,0.3270208,1.786047,1.488958,1.142264,0,219.6508,37.44623,2.731664,152022.3,31
215706,30,13,17,2.482045,1,1.449178,1.655808,0.8142287,0.2905718,1.744892,1.498993,1.142584,0,38.82708,43.76756,1.876635,89849.06,31
1169539,25,10,15,4.156493,-1,2.518909,2.853022,1.366244,0.3454576,1.77857,1.456874,1.132642,0,210.517,37.14649,2.763444,130983.3,31
217352,28,12,16,2.645111,1,1.53905,1.738701,0.8232715,0.2470344,1.794458,1.521315,1.129723,0,39.12336,42.52349,2.212685,89264.91,31
1124748,25,13,12,3.845717,-1,2.33675,2.631034,1.233054,0.339306,1.792287,1.461675,1.125938,0,202.4546,40.7862,2.757019,121511,31
198643,24,9,15,3.10202,1,2.048708,2.284727,1.032177,0.55752,1.939453,1.35772,1.115204,0,35.75574,37.03107,2.998504,102435.4,31
1118588,25,9,16,3.546207,-1,2.186566,2.459462,1.148302,0.3472227,1.821322,1.441863,1.124806,0,201.3458,36.92883,2.831942,113701.4,31
186464,33,12,21,2.549356,1,1.372534,1.57074,0.7752746,0.01975334,1.843331,1.623029,1.144408,0,33.56352,46.33155,2.199334,93332.33,31
1147329,28,14,14,3.924497,-1,2.232149,2.546675,1.247697,0.206796,1.784309,1.541028,1.140907,0,206.5192,43.67261,2.297356,129464.6,31
195253,27,10,17,2.175502,1,1.37546,1.551133,0.7301818,0.4181212,1.814798,1.402525,1.12772,0,35.14554,41.11132,2.349611,77025.75,31
1126300,26,12,14,3.541212,-1,2.031008,2.324161,1.15145,0.2349769,1.747102,1.523652,1.144339,0,202.734,39.93857,2.631233,109674.4,31
191914,32,15,17,2.18742,1,1.258454,1.443734,0.718545,0.1844602,1.776336,1.515113,1.147228,0,34.54452,43.70852,2.252249,83057.97,31
1201372,24,11,13,4.407428,-1,2.657407,3.023809,1.472529,0.3367647,1.749123,1.457575,1.137879,0,216.247,35.63181,3.073954,132870.4,31
245208,25,13,12,4.421265,1,2.686386,3.014564,1.394905,0.3300242,1.849126,1.466635,1.122163,0,44.13744,40.25261,2.896479,139692.1,31
1165076,27,12,15,4.285188,-1,2.438535,2.780618,1.3607,0.2114408,1.812022,1.541092,1.140282,0,209.7137,40.47169,2.656583,136558,31
191523,28,12,16,2.767221,1,1.608515,1.836608,0.902149,0.2487912,1.754054,1.506702,1.141803,0,34.47414,42.12499,2.208343,93293.9,31
1152162,25,11,14,4.053366,-1,2.407309,2.736116,1.326213,0.3201219,1.761226,1.481431,1.136587,0,207.3892,36.33782,2.842636,125180,31
189423,27,9,18,2.214407,1,1.463126,1.646079,0.7680546,0.4986606,1.838114,1.345261,1.125043,0,34.09614,40.18448,2.301161,81935.04,31
1111643,22,11,11,3.373403,-1,2.212469,2.460175,1.100024,0.597808,1.988076,1.371204,1.111959,0,200.0957,36.0334,3.66669,101773.6,31
196409,30,13,17,2.636407,1,1.543443,1.746946,0.8318192,0.2619634,1.806484,1.509152,1.13185,0,35.35362,42.39155,2.087902,95693.45,31
1098600,26,12,14,3.172697,-1,1.851456,2.120911,1.054298,0.2643639,1.720243,1.495912,1.145537,0,197.748,38.67225,2.566826,99978.62,31
215471,27,11,16,3.526288,1,2.067642,2.360408,1.159483,0.3009661,1.798856,1.493931,1.141595,0,38.78478,38.97858,2.609538,115787.9,31
1159590,24,10,14,4.125274,-1,2.557211,2.861785,1.311205,0.4054265,1.885462,1.441504,1.119104,0,208.7262,37.42319,3.09539,127860.5,31
200940,29,10,19,2.05878,1,1.335428,1.492359,0.6775468,0.4570503,1.891704,1.379548,1.117514,0,36.1692,44.24016,2.072917,80125.66,31
1204820,25,12,13,4.380145,-1,2.742789,3.091201,1.453937,0.3126064,1.821099,1.416972,1.127028,0,216.8676,36.05116,2.936912,142625.1,31
221128,26,11,15,4.197009,1,2.471279,2.791543,1.322996,0.2665436,1.801526,1.503473,1.129594,0,39.80304,38.09158,2.669718,133449.1,31
1270410,25,12,13,5.452886,-1,3.23572,3.688501,1.805702,0.3331563,1.763986,1.478347,1.139932,0,228.6738,37.79712,2.841511,168257.4,31
216678,26,11,15,2.32159,1,1.444765,1.631053,0.7713808,0.4315561,1.833493,1.423369,1.128941,0,39.00204,41.13675,2.728037,78017.29,31
1173052,25,12,13,4.301591,-1,2.614966,2.954223,1.401771,0.3736575,1.795153,1.456082,1.129737,0,211.1494,39.49014,2.738021,135978.3,31
215444,24,11,13,4.054541,1,2.524561,2.836589,1.32005,0.3989479,1.809601,1.429372,1.123597,0,38.77992,36.25341,3.011315,126228.1,31
1126938,24,12,12,3.6261,-1,2.170863,2.476152,1.215646,0.358585,1.764826,1.464409,1.14063,0,202.8488,38.72286,3.173055,108543.1,31
219835,26,12,14,2.62269,1,1.594923,1.785051,0.8169113,0.3977204,1.852205,1.469252,1.119208,0,39.5703,42.67497,2.74429,86125.87,31
1146586,26,11,15,3.929419,-1,2.363015,2.671222,1.269355,0.2995268,1.766533,1.471019,1.130429,0,206.3855,40.10877,2.500624,127602.8,31
188059,25,12,13,2.533636,1,1.526665,1.756844,0.8865818,0.3288955,1.705523,1.442152,1.150773,0,33.85062,35.71364,3.105902,79386.56,31
1132433,23,10,13,3.721841,-1,2.294532,2.595585,1.239432,0.4237103,1.836087,1.433912,1.131205,0,203.8379,35.14742,3.482312,110137.5,31
215241,33,15,18,2.497102,1,1.413199,1.603162,0.7683499,0.1303769,1.783088,1.55761,1.134421,0,38.74338,49.62996,1.903535,96097.5,31
1107367,25,12,13,3.529679,-1,2.134247,2.44223,1.210726,0.3510465,1.711705,1.445269,1.144305,0,199.3261,36.95947,2.858147,110980.8,31
230285,32,11,21,2.992868,1,1.694174,1.932217,0.9435122,0.1572925,1.77866,1.54893,1.140507,0,41.4513,44.67565,2.118492,111815.5,31
1133171,23,12,11,3.886706,-1,2.387773,2.696242,1.279237,0.42491,1.835332,1.441527,1.129187,0,203.9708,36.86341,3.479252,114613.1,31
199710,28,14,14,2.471674,1,1.481132,1.663428,0.770529,0.2935195,1.822276,1.485892,1.123079,0,35.9478,44.66447,2.195896,85905.64,31
1099827,26,13,13,3.198482,-1,1.87971,2.126477,1.013221,0.2597701,1.770773,1.504123,1.131279,0,197.9689,41.33377,2.511445,101504.4,31
1245875,26,13,13,3.123641,-1,1.889499,2.161762,1.070249,0.3416757,1.746177,1.444951,1.144093,0,224.2575,38.77683,2.612763,102032.9,31
216095,29,13,16,2.552954,1,1.474044,1.679278,0.8182195,0.2740584,1.774992,1.520269,1.139231,0,38.8971,45.36198,2.205859,88442.67,31
1094288,25,11,14,3.213651,-1,1.925523,2.186259,1.055924,0.3601197,1.830748,1.469932,1.135411,0,196.9718,37.69462,3.039215,100127.2,31
196142,30,11,19,2.18026,1,1.314494,1.486844,0.7063324,0.2570915,1.776902,1.466367,1.131115,0,35.30556,42.68138,1.939646,81498.61,31
1185630,27,13,14,4.357493,-1,2.498124,2.867268,1.433164,0.2566819,1.768397,1.519737,1.147769,0,213.4134,40.46027,2.528407,139894.9,31
221116,28,10,18,2.510064,1,1.506829,1.703481,0.8086151,0.280328,1.797821,1.473492,1.130507,0,39.80088,41.45091,2.250634,87396.09,31
1196771,26,12,14,4.57175,-1,2.684355,3.068933,1.515814,0.2966563,1.737975,1.489687,1.143267,0,215.4188,40.04372,2.584349,144955.2,31
200159,32,11,21,2.19422,1,1.243078,1.429311,0.7164075,0.1363896,1.803004,1.53516,1.149816,0,36.02862,44.05014,2.375563,82043.13,31
1185005,26,11,15,4.233402,-1,2.464049,2.839887,1.438782,0.2635666,1.71117,1.490694,1.152529,0,213.3009,39.49669,2.64699,133058.6,31
208141,26,10,16,2.523949,1,1.55626,1.755249,0.8272221,0.4305916,1.846611,1.437944,1.127863,0,37.46538,38.55672,2.663243,84038.06,31
1237092,27,13,14,5.014983,-1,2.834259,3.253031,1.625916,0.2011483,1.741596,1.541634,1.147754,0,222.6766,42.10976,2.456816,158718.5,31
186819,32,9,23,2.423179,1,1.296921,1.500953,0.767263,0.001590303,1.750927,1.614428,1.15732,0,33.62742,39.68428,2.581533,85596.81,31
1108767,28,10,18,3.188537,-1,1.834986,2.097162,1.033312,0.2238379,1.75595,1.520405,1.142876,0,199.5781,38.31233,2.404066,106429.2,31
244507,26,10,16,4.3318,1,2.557122,2.921015,1.438794,0.3216319,1.793622,1.482978,1.142306,0,44.01126,37.25171,2.784522,138084.6,31
1211387,25,12,13,4.884597,-1,2.917054,3.30396,1.582157,0.3149967,1.754832,1.478407,1.132636,0,218.0497,39.25486,2.665673,151686.8,31
209484,40,14,26,2.412941,1,1.261771,1.461318,0.7463038,-0.00234526,1.817326,1.651208,1.158148,0,37.70712,51.60679,1.557898,103465.2,31
1161962,27,12,15,3.966357,-1,2.262508,2.601546,1.307738,0.2454983,1.739342,1.524615,1.149851,0,209.1532,40.11218,2.468656,126700.4,31
173776,27,11,16,3.004558,1,1.826049,2.072497,0.9981837,0.2757294,1.754634,1.449729,1.134962,0,31.27968,42.33363,2.366179,102258.8,31
1143969,27,9,18,3.736508,-1,2.239012,2.573132,1.291272,0.2536514,1.757427,1.452124,1.149226,0,205.9144,38.23786,2.619191,125384.7,31
196978,26,12,14,3.370565,1,1.988901,2.244085,1.059121,0.280439,1.80989,1.501977,1.128304,0,35.45604,40.19353,2.603252,107400.7,31
1177117,23,10,13,4.173378,-1,2.691801,3.003795,1.361708,0.4802031,1.899152,1.389368,1.115905,0,211.8811,36.49914,3.240904,129206.5,31
190817,24,12,12,8.413668,1,5.069351,5.764706,2.801322,0.3398912,1.732155,1.459514,1.137168,0,34.34706,37.84037,2.977935,253467.6,31
1015220,27,10,17,4.204796,-1,2.369328,2.717997,1.356276,0.1761163,1.747219,1.54702,1.147159,0,182.7396,35.93352,2.778464,132682.4,31
1175190,31,12,19,4.429728,-1,2.399865,2.769068,1.403548,0.09732898,1.819233,1.599718,1.153843,0,211.5342,41.34234,2.178905,153591.4,31
